;ORG_ID;DEPARTAMENTO_PAV;BANK_ACCOUNT_ID;BANK_ACCOUNT_NAME;BANK_ACCOUNT_NUM;RECEIPT_DATE;RECEIPT_NUMBER;ACTIVITY_ID;ACTIVITY_NAME;ACTIVITY_DESCRIPTION;ACT_IPLAUKU_SALTINIS;ACT_IPL_SALTINIO_PAV;ACT_IPL_SALTINIO_EIL_NR;ACT_IMOKOS_KODAS;ACT_EILES_NR;AMOUNT;"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887827635";"5655";"37. BIUD.: VMI: APL";"Mokesčiai už aplinkos teršimą";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"37";"";"35.78";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887827703";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"75838.72";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887867769";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"763539.9";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887867971";"5655";"37. BIUD.: VMI: APL";"Mokesčiai už aplinkos teršimą";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"37";"";"89.63";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868097";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"2832.21";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868113";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"1860.5";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868161";"5655";"37. BIUD.: VMI: APL";"Mokesčiai už aplinkos teršimą";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"37";"";"18.67";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868287";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"52.13";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868618";"5684";"223K";"Nedetalizuotos pajamos";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"22K";"";"301639.39";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887868833";"5655";"37. BIUD.: VMI: APL";"Mokesčiai už aplinkos teršimą";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"37";"";"948.21";
"1366";"1366";"Biudžeto skyrius EUR";"99929";"32773 EUR biudž";"LT954010042403632773";"09-JAN-15";"FC887869489";"5655";"37. BIUD.: VMI: APL";"Mokesčiai už aplinkos teršimą";"VMI";"Pajamos iš mokesčių inspekcijos";"1";"37";"";"18.06";
